baselexicon_random_seeds100_100, 0.6, 0.001, 1272, 0, 1.0, 100, 170, 0.37037037037037035, 0.8897535667963683, 0
baselexicon_random_seeds100_70, 0.001, 0.001, 70, 1172, 0.05636070853462158, 270, 0, 1.0, 0.22486772486772486, 0
baselexicon_random_seeds100_80, 0.001, 0.001, 80, 1172, 0.06389776357827476, 270, 0, 1.0, 0.22996057818659657, 0
baselexicon_random_seeds100_90, 0.001, 0.01, 173, 1089, 0.13708399366085577, 269, 1, 0.9962962962962963, 0.2885117493472585, 0
baselexicon_random_seeds70_100, 0.001, 0.001, 1272, 0, 1.0, 70, 170, 0.2916666666666667, 0.8875661375661376, 0
baselexicon_random_seeds70_70, 0.6, 0.001, 1242, 0, 1.0, 70, 170, 0.2916666666666667, 0.8852901484480432, 0
baselexicon_random_seeds70_80, 0.001, 0.001, 1252, 0, 1.0, 70, 170, 0.2916666666666667, 0.886058981233244, 0
baselexicon_random_seeds70_90, 0.001, 0.001, 1262, 0, 1.0, 70, 170, 0.2916666666666667, 0.8868175765645806, 0
baselexicon_random_seeds80_100, 0.001, 0.001, 1272, 0, 1.0, 80, 170, 0.32, 0.8883048620236531, 0
baselexicon_random_seeds80_70, 0.001, 0.01, 72, 1170, 0.057971014492753624, 250, 0, 1.0, 0.2158176943699732, 4
baselexicon_random_seeds80_80, 0.1, 0.001, 1219, 33, 0.9736421725239617, 121, 129, 0.484, 0.8921438082556591, 0
baselexicon_random_seeds80_90, 0.001, 0.01, 1262, 0, 1.0, 89, 161, 0.356, 0.8935185185185185, 0
baselexicon_random_seeds90_100, 0.001, 0.006, 1270, 2, 0.9984276729559748, 108, 152, 0.4153846153846154, 0.8994778067885117, 0
baselexicon_random_seeds90_70, 0.001, 0.001, 70, 1172, 0.05636070853462158, 260, 0, 1.0, 0.2197070572569907, 0
baselexicon_random_seeds90_80, 0.001, 0.01, 101, 1151, 0.08067092651757188, 260, 0, 1.0, 0.23875661375661375, 0
baselexicon_random_seeds90_90, 0.1, 0.06, 1237, 25, 0.9801901743264659, 127, 133, 0.48846153846153845, 0.8961892247043364, 0
