[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.01, 1257, 5, 0.9960380348652932, 100, 150, 0.4, 0.8974867724867724, 0]
[0.001, 0.006, 1261, 1, 0.9992076069730587, 94, 156, 0.376, 0.8961640211640212, 0]
[0.001, 0.001, 1261, 1, 0.9992076069730587, 89, 161, 0.356, 0.8928571428571429, 0]
[0.006, 0.01, 1262, 0, 1.0, 83, 167, 0.332, 0.8895502645502645, 0]
[0.006, 0.001, 1262, 0, 1.0, 82, 168, 0.328, 0.8888888888888888, 0]
[0.006, 0.006, 1262, 0, 1.0, 82, 168, 0.328, 0.8888888888888888, 0]
[0.01, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.01, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.01, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.06, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.1, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.06, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.1, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.6, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.6, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.6, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.6, 0.06, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.6, 0.1, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.6, 0.6, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[1.0, 0.6, 1262, 0, 1.0, 61, 189, 0.244, 0.875, 0]
[1.0, 1.0, 1262, 0, 1.0, 61, 189, 0.244, 0.875, 0]
[1.0, 0.001, 1262, 0, 1.0, 57, 193, 0.228, 0.8723544973544973, 0]
[1.0, 0.006, 1262, 0, 1.0, 57, 193, 0.228, 0.8723544973544973, 0]
[1.0, 0.01, 1262, 0, 1.0, 57, 193, 0.228, 0.8723544973544973, 0]
[1.0, 0.06, 1262, 0, 1.0, 57, 193, 0.228, 0.8723544973544973, 0]
[1.0, 0.1, 1262, 0, 1.0, 57, 193, 0.228, 0.8723544973544973, 0]
[0.01, 0.06, 289, 973, 0.22900158478605387, 80, 170, 0.32, 0.24404761904761904, 1113]
[0.001, 0.06, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.001, 0.1, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.001, 0.6, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.001, 1.0, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.006, 0.06, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.006, 0.1, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.01, 0.1, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.006, 0.6, 77, 1185, 0.061014263074484945, 66, 184, 0.264, 0.09457671957671958, 1369]
[0.006, 1.0, 69, 1193, 0.05467511885895404, 64, 186, 0.256, 0.08796296296296297, 1379]
[0.01, 0.6, 31, 1231, 0.02456418383518225, 27, 223, 0.108, 0.03835978835978836, 1454]
[0.01, 1.0, 25, 1237, 0.019809825673534072, 13, 237, 0.052, 0.02513227513227513, 1474]
[0.6, 1.0, 31, 1231, 0.02456418383518225, 2, 248, 0.008, 0.021825396825396824, 1479]
[0.06, 0.6, 3, 1259, 0.002377179080824089, 1, 249, 0.004, 0.0026455026455026454, 1508]
[0.1, 0.6, 3, 1259, 0.002377179080824089, 1, 249, 0.004, 0.0026455026455026454, 1508]
[0.06, 1.0, 0, 1262, 0.0, 0, 250, 0.0, 0.0, 1512]
[0.1, 1.0, 0, 1262, 0.0, 0, 250, 0.0, 0.0, 1512]
