most_frequent_wikipedia_seeds_100_100, 0.001, 0.001, 0, 1272, 0.0, 270, 0, 1.0, 0.17509727626459143, 0
most_frequent_wikipedia_seeds_100_70, 0.001, 0.001, 0, 1272, 0.0, 270, 0, 1.0, 0.17509727626459143, 0
most_frequent_wikipedia_seeds_100_80, 0.001, 0.001, 0, 1272, 0.0, 270, 0, 1.0, 0.17509727626459143, 0
most_frequent_wikipedia_seeds_100_90, 0.001, 0.001, 0, 1272, 0.0, 270, 0, 1.0, 0.17509727626459143, 0
most_frequent_wikipedia_seeds_70_100, 0.001, 0.001, 0, 1272, 0.0, 240, 0, 1.0, 0.15873015873015872, 0
most_frequent_wikipedia_seeds_70_70, 0.001, 0.001, 0, 1272, 0.0, 240, 0, 1.0, 0.15873015873015872, 0
most_frequent_wikipedia_seeds_70_80, 0.001, 0.001, 0, 1272, 0.0, 240, 0, 1.0, 0.15873015873015872, 0
most_frequent_wikipedia_seeds_70_90, 0.001, 0.001, 0, 1272, 0.0, 240, 0, 1.0, 0.15873015873015872, 0
most_frequent_wikipedia_seeds_80_100, 0.001, 0.001, 0, 1272, 0.0, 250, 0, 1.0, 0.164257555847569, 0
most_frequent_wikipedia_seeds_80_70, 0.001, 0.001, 0, 1272, 0.0, 250, 0, 1.0, 0.164257555847569, 0
most_frequent_wikipedia_seeds_80_80, 0.001, 0.001, 0, 1272, 0.0, 250, 0, 1.0, 0.164257555847569, 0
most_frequent_wikipedia_seeds_80_90, 0.001, 0.001, 0, 1272, 0.0, 250, 0, 1.0, 0.164257555847569, 0
most_frequent_wikipedia_seeds_90_100, 0.001, 0.001, 0, 1272, 0.0, 260, 0, 1.0, 0.16971279373368145, 0
most_frequent_wikipedia_seeds_90_70, 0.001, 0.001, 0, 1272, 0.0, 260, 0, 1.0, 0.16971279373368145, 0
most_frequent_wikipedia_seeds_90_80, 0.001, 0.001, 0, 1272, 0.0, 260, 0, 1.0, 0.16971279373368145, 0
most_frequent_wikipedia_seeds_90_90, 0.001, 0.001, 0, 1272, 0.0, 260, 0, 1.0, 0.16971279373368145, 0
