[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.01, 368, 884, 0.2939297124600639, 244, 6, 0.976, 0.40745672436750996, 4]
[0.001, 0.006, 347, 905, 0.2771565495207668, 244, 6, 0.976, 0.39347536617842876, 0]
[0.001, 0.001, 331, 921, 0.26437699680511184, 244, 6, 0.976, 0.3828229027962716, 0]
[0.006, 0.01, 310, 942, 0.2476038338658147, 244, 6, 0.976, 0.36884154460719043, 0]
[0.006, 0.006, 306, 946, 0.24440894568690097, 244, 6, 0.976, 0.36617842876165113, 0]
[0.006, 0.001, 302, 950, 0.24121405750798722, 244, 6, 0.976, 0.36351531291611183, 0]
[0.01, 0.01, 302, 950, 0.24121405750798722, 244, 6, 0.976, 0.36351531291611183, 0]
[0.01, 0.006, 299, 953, 0.2388178913738019, 244, 6, 0.976, 0.3615179760319574, 0]
[0.01, 0.001, 296, 956, 0.2364217252396166, 244, 6, 0.976, 0.3595206391478029, 0]
[0.06, 0.1, 153, 1099, 0.12220447284345048, 247, 3, 0.988, 0.2663115845539281, 1]
[0.06, 0.06, 149, 1103, 0.11900958466453675, 247, 3, 0.988, 0.2636484687083888, 0]
[0.06, 0.001, 144, 1108, 0.11501597444089456, 247, 3, 0.988, 0.2603195739014647, 0]
[0.06, 0.006, 144, 1108, 0.11501597444089456, 247, 3, 0.988, 0.2603195739014647, 0]
[0.06, 0.01, 144, 1108, 0.11501597444089456, 247, 3, 0.988, 0.2603195739014647, 0]
[0.1, 0.06, 95, 1157, 0.07587859424920128, 249, 1, 0.996, 0.22902796271637815, 0]
[0.1, 0.1, 95, 1157, 0.07587859424920128, 249, 1, 0.996, 0.22902796271637815, 0]
[0.1, 0.001, 93, 1159, 0.0742811501597444, 249, 1, 0.996, 0.22769640479360853, 0]
[0.1, 0.006, 93, 1159, 0.0742811501597444, 249, 1, 0.996, 0.22769640479360853, 0]
[0.1, 0.01, 93, 1159, 0.0742811501597444, 249, 1, 0.996, 0.22769640479360853, 0]
[0.6, 0.001, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[0.6, 0.006, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[0.6, 0.01, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[0.6, 0.06, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[0.6, 0.1, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[1.0, 0.001, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[1.0, 0.006, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[1.0, 0.01, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[1.0, 0.06, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[1.0, 0.1, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[1.0, 0.6, 80, 1172, 0.06389776357827476, 250, 0, 1.0, 0.2197070572569907, 0]
[0.6, 0.6, 80, 1172, 0.06389776357827476, 249, 1, 0.996, 0.21904127829560585, 2]
[1.0, 1.0, 80, 1172, 0.06389776357827476, 248, 2, 0.992, 0.21837549933422104, 21]
[0.001, 0.06, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.001, 0.1, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.001, 0.6, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.001, 1.0, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.006, 0.06, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.006, 0.1, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.01, 0.06, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.01, 0.1, 80, 1172, 0.06389776357827476, 80, 170, 0.32, 0.10652463382157124, 1342]
[0.006, 0.6, 68, 1184, 0.054313099041533544, 66, 184, 0.264, 0.08921438082556592, 1368]
[0.006, 1.0, 59, 1193, 0.04712460063897764, 63, 187, 0.252, 0.08122503328894808, 1380]
[0.01, 0.6, 27, 1225, 0.02156549520766773, 27, 223, 0.108, 0.03595206391478029, 1448]
[0.01, 1.0, 22, 1230, 0.01757188498402556, 13, 237, 0.052, 0.02330226364846871, 1467]
[0.6, 1.0, 5, 1247, 0.003993610223642172, 2, 248, 0.008, 0.004660452729693742, 1495]
[0.06, 0.6, 1, 1251, 0.0007987220447284345, 1, 249, 0.004, 0.0013315579227696406, 1500]
[0.1, 0.6, 1, 1251, 0.0007987220447284345, 1, 249, 0.004, 0.0013315579227696406, 1500]
[0.06, 1.0, 0, 1252, 0.0, 0, 250, 0.0, 0.0, 1502]
[0.1, 1.0, 0, 1252, 0.0, 0, 250, 0.0, 0.0, 1502]
