[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.001, 0.006, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.001, 0.01, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.006, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.006, 0.006, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.006, 0.01, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.01, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.01, 0.006, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.01, 0.01, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.06, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.06, 0.006, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.06, 0.01, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.1, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.1, 0.006, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.1, 0.01, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.6, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.6, 0.006, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.6, 0.01, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[1.0, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[1.0, 0.006, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[1.0, 0.01, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466]
[0.001, 0.06, 71, 1114, 0.059915611814345994, 225, 27, 0.8928571428571429, 0.20598469032707029]
[0.006, 0.06, 71, 1114, 0.059915611814345994, 225, 27, 0.8928571428571429, 0.20598469032707029]
[0.01, 0.06, 71, 1114, 0.059915611814345994, 225, 27, 0.8928571428571429, 0.20598469032707029]
[0.06, 0.06, 71, 1114, 0.059915611814345994, 225, 27, 0.8928571428571429, 0.20598469032707029]
[0.1, 0.06, 71, 1114, 0.059915611814345994, 225, 27, 0.8928571428571429, 0.20598469032707029]
[0.6, 0.06, 71, 1114, 0.059915611814345994, 225, 27, 0.8928571428571429, 0.20598469032707029]
[1.0, 0.06, 71, 1114, 0.059915611814345994, 225, 27, 0.8928571428571429, 0.20598469032707029]
[0.001, 0.1, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.001, 0.6, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.001, 1.0, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.006, 0.1, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.006, 0.6, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.006, 1.0, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.01, 0.1, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.01, 0.6, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.01, 1.0, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.06, 0.1, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.06, 0.6, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.06, 1.0, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.1, 0.1, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.1, 0.6, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.1, 1.0, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.6, 0.1, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.6, 0.6, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[0.6, 1.0, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[1.0, 0.1, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[1.0, 0.6, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
[1.0, 1.0, 71, 1114, 0.059915611814345994, 80, 172, 0.31746031746031744, 0.10508002783576896]
