baselexicon_random_seeds100_100, 0.001, 0.001, 837, 348, 0.7063291139240506, 212, 40, 0.8412698412698413, 0.7299930410577592
baselexicon_random_seeds100_71, 0.001, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466
baselexicon_random_seeds100_80, 0.001, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613
baselexicon_random_seeds100_90, 0.001, 0.001, 90, 1095, 0.0759493670886076, 252, 0, 1.0, 0.23799582463465555
baselexicon_random_seeds71_100, 0.001, 0.001, 1185, 0, 1.0, 71, 181, 0.28174603174603174, 0.8740431454418929
baselexicon_random_seeds71_71, 0.001, 0.001, 1185, 0, 1.0, 71, 181, 0.28174603174603174, 0.8740431454418929
baselexicon_random_seeds71_80, 0.001, 0.001, 1185, 0, 1.0, 71, 181, 0.28174603174603174, 0.8740431454418929
baselexicon_random_seeds71_90, 0.001, 0.001, 1185, 0, 1.0, 71, 181, 0.28174603174603174, 0.8740431454418929
baselexicon_random_seeds80_100, 0.001, 0.001, 1185, 0, 1.0, 80, 172, 0.31746031746031744, 0.8803061934585943
baselexicon_random_seeds80_71, 0.001, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466
baselexicon_random_seeds80_80, 0.001, 0.001, 1108, 77, 0.9350210970464135, 141, 111, 0.5595238095238095, 0.8691718858733473
baselexicon_random_seeds80_90, 0.001, 0.001, 1185, 0, 1.0, 80, 172, 0.31746031746031744, 0.8803061934585943
baselexicon_random_seeds90_100, 0.001, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737
baselexicon_random_seeds90_71, 0.001, 0.001, 71, 1114, 0.059915611814345994, 252, 0, 1.0, 0.22477383437717466
baselexicon_random_seeds90_80, 0.001, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935
baselexicon_random_seeds90_90, 0.001, 0.006, 1166, 19, 0.9839662447257383, 110, 142, 0.4365079365079365, 0.8879610299234516
