[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.001, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.001, 0.006, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.001, 0.01, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.006, 0.001, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.006, 0.006, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.006, 0.01, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.01, 0.001, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.01, 0.006, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.01, 0.01, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.06, 0.001, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.06, 0.006, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.06, 0.01, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.06, 0.06, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.06, 0.1, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.1, 0.001, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.1, 0.006, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.1, 0.01, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.1, 0.06, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.1, 0.1, 76, 1109, 0.06413502109704641, 350, 0, 1.0, 0.2775244299674267, 0]
[0.6, 0.6, 42, 1143, 0.035443037974683546, 350, 0, 1.0, 0.2553745928338762, 0]
[0.6, 0.001, 40, 1145, 0.03375527426160337, 350, 0, 1.0, 0.254071661237785, 0]
[0.6, 0.006, 40, 1145, 0.03375527426160337, 350, 0, 1.0, 0.254071661237785, 0]
[0.6, 0.01, 40, 1145, 0.03375527426160337, 350, 0, 1.0, 0.254071661237785, 0]
[0.6, 0.06, 40, 1145, 0.03375527426160337, 350, 0, 1.0, 0.254071661237785, 0]
[0.6, 0.1, 40, 1145, 0.03375527426160337, 350, 0, 1.0, 0.254071661237785, 0]
[1.0, 1.0, 12, 1173, 0.010126582278481013, 350, 0, 1.0, 0.23583061889250814, 0]
[1.0, 0.001, 11, 1174, 0.009282700421940928, 350, 0, 1.0, 0.23517915309446255, 0]
[1.0, 0.006, 11, 1174, 0.009282700421940928, 350, 0, 1.0, 0.23517915309446255, 0]
[1.0, 0.01, 11, 1174, 0.009282700421940928, 350, 0, 1.0, 0.23517915309446255, 0]
[1.0, 0.06, 11, 1174, 0.009282700421940928, 350, 0, 1.0, 0.23517915309446255, 0]
[1.0, 0.1, 11, 1174, 0.009282700421940928, 350, 0, 1.0, 0.23517915309446255, 0]
[1.0, 0.6, 11, 1174, 0.009282700421940928, 350, 0, 1.0, 0.23517915309446255, 0]
[0.01, 0.06, 76, 1109, 0.06413502109704641, 187, 163, 0.5342857142857143, 0.17133550488599347, 1124]
[0.001, 0.06, 76, 1109, 0.06413502109704641, 88, 262, 0.25142857142857145, 0.10684039087947883, 1371]
[0.001, 0.1, 76, 1109, 0.06413502109704641, 88, 262, 0.25142857142857145, 0.10684039087947883, 1371]
[0.001, 0.6, 76, 1109, 0.06413502109704641, 88, 262, 0.25142857142857145, 0.10684039087947883, 1371]
[0.001, 1.0, 76, 1109, 0.06413502109704641, 88, 262, 0.25142857142857145, 0.10684039087947883, 1371]
[0.006, 0.06, 76, 1109, 0.06413502109704641, 88, 262, 0.25142857142857145, 0.10684039087947883, 1371]
[0.006, 0.1, 76, 1109, 0.06413502109704641, 88, 262, 0.25142857142857145, 0.10684039087947883, 1371]
[0.01, 0.1, 76, 1109, 0.06413502109704641, 88, 262, 0.25142857142857145, 0.10684039087947883, 1371]
[0.006, 0.6, 66, 1119, 0.05569620253164557, 74, 276, 0.21142857142857144, 0.09120521172638436, 1395]
[0.006, 1.0, 58, 1127, 0.048945147679324896, 68, 282, 0.19428571428571428, 0.08208469055374593, 1409]
[0.01, 0.6, 25, 1160, 0.02109704641350211, 35, 315, 0.1, 0.03908794788273615, 1475]
[0.01, 1.0, 19, 1166, 0.016033755274261603, 17, 333, 0.04857142857142857, 0.023452768729641693, 1499]
[0.6, 1.0, 2, 1183, 0.0016877637130801688, 24, 326, 0.06857142857142857, 0.016938110749185668, 1509]
[0.06, 0.6, 1, 1184, 0.0008438818565400844, 1, 349, 0.002857142857142857, 0.0013029315960912053, 1533]
[0.1, 0.6, 1, 1184, 0.0008438818565400844, 1, 349, 0.002857142857142857, 0.0013029315960912053, 1533]
[0.06, 1.0, 0, 1185, 0.0, 0, 350, 0.0, 0.0, 1535]
[0.1, 1.0, 0, 1185, 0.0, 0, 350, 0.0, 0.0, 1535]
