[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.006, 0.006, 1175, 10, 0.9915611814345991, 99, 251, 0.28285714285714286, 0.8299674267100977]
[0.006, 0.001, 1175, 10, 0.9915611814345991, 98, 252, 0.28, 0.8293159609120521]
[0.006, 0.01, 1173, 12, 0.9898734177215189, 99, 251, 0.28285714285714286, 0.8286644951140065]
[0.001, 0.001, 1160, 25, 0.9789029535864979, 111, 239, 0.3171428571428571, 0.8280130293159609]
[0.001, 0.006, 1155, 30, 0.9746835443037974, 114, 236, 0.32571428571428573, 0.8267100977198697]
[0.01, 0.01, 1176, 9, 0.9924050632911392, 89, 261, 0.2542857142857143, 0.8241042345276873]
[0.01, 0.006, 1176, 9, 0.9924050632911392, 88, 262, 0.25142857142857145, 0.8234527687296417]
[0.01, 0.001, 1176, 9, 0.9924050632911392, 87, 263, 0.24857142857142858, 0.8228013029315961]
[0.06, 0.01, 1185, 0, 1.0, 66, 284, 0.18857142857142858, 0.8149837133550488]
[0.06, 0.06, 1185, 0, 1.0, 66, 284, 0.18857142857142858, 0.8149837133550488]
[0.06, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.06, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.01, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.06, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.1, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.6, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.6, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.6, 0.01, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.6, 0.06, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.6, 0.1, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[1.0, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[1.0, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[1.0, 0.01, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[1.0, 0.06, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[1.0, 0.1, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[1.0, 0.6, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.001, 0.01, 1031, 154, 0.870042194092827, 107, 243, 0.3057142857142857, 0.7413680781758958]
[0.06, 0.1, 1032, 153, 0.8708860759493671, 66, 284, 0.18857142857142858, 0.7153094462540717]
[0.6, 0.6, 703, 482, 0.5932489451476793, 65, 285, 0.18571428571428572, 0.5003257328990228]
[1.0, 1.0, 205, 980, 0.1729957805907173, 65, 285, 0.18571428571428572, 0.1758957654723127]
[0.001, 0.06, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.001, 0.1, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.001, 0.6, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.001, 1.0, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.006, 0.06, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.006, 0.1, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.01, 0.06, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.01, 0.1, 69, 1116, 0.05822784810126582, 65, 285, 0.18571428571428572, 0.08729641693811074]
[0.006, 0.6, 54, 1131, 0.04556962025316456, 53, 297, 0.15142857142857144, 0.06970684039087947]
[0.006, 1.0, 47, 1138, 0.039662447257383965, 48, 302, 0.13714285714285715, 0.06188925081433225]
[0.01, 0.6, 19, 1166, 0.016033755274261603, 15, 335, 0.04285714285714286, 0.02214983713355049]
[0.01, 1.0, 14, 1171, 0.01181434599156118, 8, 342, 0.022857142857142857, 0.014332247557003257]
[0.06, 0.6, 0, 1185, 0.0, 1, 349, 0.002857142857142857, 0.0006514657980456026]
[0.06, 1.0, 0, 1185, 0.0, 0, 350, 0.0, 0.0]
[0.1, 0.6, 0, 1185, 0.0, 0, 350, 0.0, 0.0]
[0.1, 1.0, 0, 1185, 0.0, 0, 350, 0.0, 0.0]
[0.6, 1.0, 0, 1185, 0.0, 0, 350, 0.0, 0.0]
