most_frequent_words_seeds_100_100, 0.001, 0.01, 415, 857, 0.32625786163522014, 262, 8, 0.9703703703703703, 0.4390402075226978, 0
most_frequent_words_seeds_100_70, 0.001, 0.001, 70, 1172, 0.05636070853462158, 270, 0, 1.0, 0.22486772486772486, 0
most_frequent_words_seeds_100_80, 0.001, 0.001, 80, 1172, 0.06389776357827476, 270, 0, 1.0, 0.22996057818659657, 0
most_frequent_words_seeds_100_90, 0.001, 0.001, 91, 1171, 0.07210776545166403, 270, 0, 1.0, 0.23563968668407312, 0
most_frequent_words_seeds_70_100, 0.001, 0.001, 1272, 0, 1.0, 70, 170, 0.2916666666666667, 0.8875661375661376, 0
most_frequent_words_seeds_70_70, 0.001, 0.006, 612, 630, 0.4927536231884058, 223, 17, 0.9291666666666667, 0.5634278002699056, 0
most_frequent_words_seeds_70_80, 0.001, 0.001, 1252, 0, 1.0, 74, 166, 0.30833333333333335, 0.8887399463806971, 0
most_frequent_words_seeds_70_90, 0.001, 0.001, 1262, 0, 1.0, 70, 170, 0.2916666666666667, 0.8868175765645806, 0
most_frequent_words_seeds_80_100, 0.001, 0.001, 1272, 0, 1.0, 80, 170, 0.32, 0.8883048620236531, 0
most_frequent_words_seeds_80_70, 0.001, 0.001, 71, 1171, 0.0571658615136876, 250, 0, 1.0, 0.21514745308310992, 0
most_frequent_words_seeds_80_80, 0.001, 0.01, 368, 884, 0.2939297124600639, 244, 6, 0.976, 0.40745672436750996, 4
most_frequent_words_seeds_80_90, 0.001, 0.01, 1257, 5, 0.9960380348652932, 100, 150, 0.4, 0.8974867724867724, 0
most_frequent_words_seeds_90_100, 0.001, 0.01, 1262, 10, 0.9921383647798742, 121, 139, 0.4653846153846154, 0.9027415143603134, 0
most_frequent_words_seeds_90_70, 0.001, 0.001, 70, 1172, 0.05636070853462158, 260, 0, 1.0, 0.2197070572569907, 0
most_frequent_words_seeds_90_80, 0.001, 0.001, 81, 1171, 0.06469648562300319, 260, 0, 1.0, 0.22552910052910052, 0
most_frequent_words_seeds_90_90, 0.001, 0.01, 387, 875, 0.30665610142630745, 252, 8, 0.9692307692307692, 0.41984231274638634, 0
