[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.001, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.006, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.006, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.006, 0.01, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.01, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.01, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.01, 0.01, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.06, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.06, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.06, 0.01, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.06, 0.06, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.06, 0.1, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.001, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.006, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.01, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.06, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.1, 0.1, 1185, 0, 1.0, 65, 285, 0.18571428571428572, 0.8143322475570033]
[0.001, 0.01, 1184, 1, 0.99915611814346, 65, 285, 0.18571428571428572, 0.8136807817589576]
[0.6, 0.6, 1184, 1, 0.99915611814346, 28, 322, 0.08, 0.7895765472312704]
[0.6, 0.06, 1185, 0, 1.0, 24, 326, 0.06857142857142857, 0.7876221498371335]
[0.6, 0.1, 1185, 0, 1.0, 24, 326, 0.06857142857142857, 0.7876221498371335]
[0.6, 0.001, 1185, 0, 1.0, 23, 327, 0.06571428571428571, 0.786970684039088]
[0.6, 0.006, 1185, 0, 1.0, 23, 327, 0.06571428571428571, 0.786970684039088]
[0.6, 0.01, 1185, 0, 1.0, 23, 327, 0.06571428571428571, 0.786970684039088]
[1.0, 0.6, 1185, 0, 1.0, 3, 347, 0.008571428571428572, 0.7739413680781759]
[1.0, 0.001, 1185, 0, 1.0, 2, 348, 0.005714285714285714, 0.7732899022801303]
[1.0, 0.006, 1185, 0, 1.0, 2, 348, 0.005714285714285714, 0.7732899022801303]
[1.0, 0.01, 1185, 0, 1.0, 2, 348, 0.005714285714285714, 0.7732899022801303]
[1.0, 0.06, 1185, 0, 1.0, 2, 348, 0.005714285714285714, 0.7732899022801303]
[1.0, 0.1, 1185, 0, 1.0, 2, 348, 0.005714285714285714, 0.7732899022801303]
[1.0, 1.0, 1172, 13, 0.9890295358649789, 3, 347, 0.008571428571428572, 0.7654723127035831]
[0.001, 0.06, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.001, 0.1, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.001, 0.6, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.001, 1.0, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.006, 0.06, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.006, 0.1, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.01, 0.06, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.01, 0.1, 83, 1102, 0.070042194092827, 65, 285, 0.18571428571428572, 0.09641693811074918]
[0.006, 0.6, 71, 1114, 0.059915611814345994, 53, 297, 0.15142857142857144, 0.08078175895765473]
[0.006, 1.0, 61, 1124, 0.05147679324894515, 49, 301, 0.14, 0.07166123778501629]
[0.01, 0.6, 27, 1158, 0.02278481012658228, 17, 333, 0.04857142857142857, 0.028664495114006514]
[0.01, 1.0, 20, 1165, 0.016877637130801686, 10, 340, 0.02857142857142857, 0.019543973941368076]
[0.6, 1.0, 6, 1179, 0.005063291139240506, 0, 350, 0.0, 0.003908794788273616]
[0.06, 0.6, 1, 1184, 0.0008438818565400844, 1, 349, 0.002857142857142857, 0.0013029315960912053]
[0.1, 0.6, 1, 1184, 0.0008438818565400844, 0, 350, 0.0, 0.0006514657980456026]
[0.06, 1.0, 0, 1185, 0.0, 0, 350, 0.0, 0.0]
[0.1, 1.0, 0, 1185, 0.0, 0, 350, 0.0, 0.0]
