[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.01, 1262, 0, 1.0, 89, 161, 0.356, 0.8935185185185185, 0]
[0.001, 0.006, 1262, 0, 1.0, 86, 164, 0.344, 0.8915343915343915, 0]
[0.001, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.006, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.006, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.006, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.01, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.01, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.01, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.06, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.06, 0.1, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.001, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.006, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.01, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.06, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.1, 0.1, 1262, 0, 1.0, 80, 170, 0.32, 0.8875661375661376, 0]
[0.6, 0.6, 1262, 0, 1.0, 57, 193, 0.228, 0.8723544973544973, 0]
[0.6, 0.001, 1262, 0, 1.0, 51, 199, 0.204, 0.8683862433862434, 0]
[0.6, 0.006, 1262, 0, 1.0, 51, 199, 0.204, 0.8683862433862434, 0]
[0.6, 0.01, 1262, 0, 1.0, 51, 199, 0.204, 0.8683862433862434, 0]
[0.6, 0.06, 1262, 0, 1.0, 51, 199, 0.204, 0.8683862433862434, 0]
[0.6, 0.1, 1262, 0, 1.0, 51, 199, 0.204, 0.8683862433862434, 0]
[1.0, 1.0, 1262, 0, 1.0, 15, 235, 0.06, 0.8445767195767195, 0]
[1.0, 0.6, 1262, 0, 1.0, 12, 238, 0.048, 0.8425925925925926, 0]
[1.0, 0.001, 1262, 0, 1.0, 11, 239, 0.044, 0.841931216931217, 0]
[1.0, 0.006, 1262, 0, 1.0, 11, 239, 0.044, 0.841931216931217, 0]
[1.0, 0.01, 1262, 0, 1.0, 11, 239, 0.044, 0.841931216931217, 0]
[1.0, 0.06, 1262, 0, 1.0, 11, 239, 0.044, 0.841931216931217, 0]
[1.0, 0.1, 1262, 0, 1.0, 11, 239, 0.044, 0.841931216931217, 0]
[0.01, 0.06, 728, 534, 0.5768621236133122, 80, 170, 0.32, 0.5343915343915344, 634]
[0.001, 0.06, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.001, 0.1, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.001, 0.6, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.001, 1.0, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.006, 0.06, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.006, 0.1, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.01, 0.1, 90, 1172, 0.07131537242472266, 80, 170, 0.32, 0.11243386243386243, 1342]
[0.006, 0.6, 69, 1193, 0.05467511885895404, 66, 184, 0.264, 0.08928571428571429, 1377]
[0.006, 1.0, 59, 1203, 0.04675118858954041, 58, 192, 0.232, 0.07738095238095238, 1395]
[0.6, 1.0, 67, 1195, 0.05309033280507131, 4, 246, 0.016, 0.046957671957671955, 1441]
[0.01, 0.6, 28, 1234, 0.022187004754358162, 24, 226, 0.096, 0.03439153439153439, 1460]
[0.01, 1.0, 21, 1241, 0.01664025356576862, 16, 234, 0.064, 0.02447089947089947, 1475]
[0.06, 0.6, 1, 1261, 0.000792393026941363, 0, 250, 0.0, 0.0006613756613756613, 1511]
[0.1, 0.6, 1, 1261, 0.000792393026941363, 0, 250, 0.0, 0.0006613756613756613, 1511]
[0.06, 1.0, 0, 1262, 0.0, 0, 250, 0.0, 0.0, 1512]
[0.1, 1.0, 0, 1262, 0.0, 0, 250, 0.0, 0.0, 1512]
