[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935]
[0.006, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935]
[0.01, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935]
[0.06, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935]
[0.1, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935]
[0.6, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935]
[1.0, 0.06, 95, 1090, 0.08016877637130802, 250, 2, 0.9920634920634921, 0.24008350730688935]
[0.001, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.001, 0.006, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.001, 0.01, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.006, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.006, 0.006, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.006, 0.01, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.01, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.01, 0.006, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.01, 0.01, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.06, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.06, 0.006, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.06, 0.01, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.1, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.1, 0.006, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.1, 0.01, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.6, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.6, 0.006, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.6, 0.01, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[1.0, 0.001, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[1.0, 0.006, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[1.0, 0.01, 80, 1105, 0.06751054852320675, 252, 0, 1.0, 0.23103688239387613]
[0.001, 0.1, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.001, 0.6, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.001, 1.0, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.006, 0.1, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.006, 0.6, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.006, 1.0, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.01, 0.1, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.01, 0.6, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.01, 1.0, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.06, 0.1, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.06, 0.6, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.06, 1.0, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.1, 0.1, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.1, 0.6, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.1, 1.0, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.6, 0.1, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.6, 0.6, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[0.6, 1.0, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[1.0, 0.1, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[1.0, 0.6, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
[1.0, 1.0, 80, 1105, 0.06751054852320675, 90, 162, 0.35714285714285715, 0.11830201809324982]
