[mu2, mu3, correctneg, falseneg, correctneg%, correctoff, falseoff, correctoff%, correct%]
[0.001, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.001, 0.006, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.001, 0.01, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.001, 0.06, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.006, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.006, 0.006, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.006, 0.01, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.006, 0.06, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.01, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.01, 0.006, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.01, 0.01, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.01, 0.06, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.06, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.06, 0.006, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.06, 0.01, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.06, 0.06, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.1, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.1, 0.006, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.1, 0.01, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.1, 0.06, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.6, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.6, 0.006, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.6, 0.01, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.6, 0.06, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[1.0, 0.001, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[1.0, 0.006, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[1.0, 0.01, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[1.0, 0.06, 1185, 0, 1.0, 90, 162, 0.35714285714285715, 0.8872651356993737]
[0.001, 0.1, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.001, 0.6, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.001, 1.0, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.006, 0.1, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.006, 0.6, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.006, 1.0, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.01, 0.1, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.01, 0.6, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.01, 1.0, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.06, 0.1, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.06, 0.6, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.06, 1.0, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.1, 0.1, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.1, 0.6, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.1, 1.0, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.6, 0.1, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.6, 0.6, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[0.6, 1.0, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[1.0, 0.1, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[1.0, 0.6, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
[1.0, 1.0, 100, 1085, 0.08438818565400844, 90, 162, 0.35714285714285715, 0.13221990257480862]
